T,split,peak_pos_100,peak_fwhm_100,peak_height_100,peak_eta_100,peak_pos_002,peak_fwhm_002,peak_height_002,peak_eta_002,peak_pos_101,peak_fwhm_101,peak_height_101,peak_eta_101,peak_pos_110,peak_fwhm_110,peak_height_110,peak_eta_110,peak_pos_103,peak_fwhm_103,peak_height_103,peak_eta_103,peak_pos_112,peak_fwhm_112,peak_height_112,peak_eta_112,a_param,c_param,unit_cell_volume,wh_size_nm,wh_strain,wh_r2,ratio_002_100,ratio_101_002,true_D_nm,true_strain,true_scale,n_peaks_fitted,wh_reliable
26.66833521554087,lowsnr,23.898941944370996,0.30292060551106875,8365.780631586786,0.49896369133781815,25.39901517243451,0.30892049622137246,6020.649130544326,0.4039225240993478,27.113986253748774,0.3092839573587946,9882.953451700136,0.5168372014433548,42.02945686737134,0.34538063513205763,4470.686329510148,0.4975916591251513,45.85142595862996,0.355432771271968,6450.37067372245,0.49918129978338366,49.754777311554804,0.3116914868686531,5089.192442799907,5.84562963388954e-17,4.299265946006472,7.013351922068371,112.26513036943409,28.8563581598441,0.0002087910594432286,0.06578551633896423,0.7196757117694532,1.6415096175529198,32.166695706554236,0.0007489818467517864,11004.89959493702,6,0
30.064006666310238,lowsnr,23.900615856897012,0.3754431864408867,11046.88610421353,0.4733713755916315,25.40898632454504,0.380309849531099,11502.418391068457,0.46770931709909913,27.122416651690806,0.3932642291679876,11017.405322015717,0.44350532977377904,42.03690062154573,0.4789127858419621,6799.106926881502,0.4754189553648422,45.84549758618847,0.5029434694350596,6920.395428592344,0.5179903734269817,49.747582634532876,0.35672638574707827,3870.9230771557213,4.099751371448914e-27,4.298969219516285,7.0106449267129864,112.20630846532691,23.536869011156078,0.000613599607470172,0.06034669433191242,1.0412362617444908,0.9578338178491795,32.30214773847055,0.002314343250695612,12535.987233242045,6,0
31.069720440221555,lowsnr,23.901129568283682,0.4272946614773913,6976.883155718668,0.46785025058891216,25.406210496731635,0.43876162433332344,6885.412361472648,0.41141830692521913,27.118990505136164,0.4531089243055868,7846.761029947626,0.5046072491507767,42.03614138539138,0.5841019436168061,5566.470671399229,0.4930951722695918,45.847783594686746,0.6171302706940094,4619.768602079144,0.4083991058232239,49.74838788808861,0.4670508255241839,2713.551028252957,7.536694032156735e-19,4.29887816474637,7.01139830070945,112.2136126612798,23.57979481968957,0.0017695289166072823,0.31141375422565576,0.9868894473069905,1.1396210739467412,33.1487696170049,0.0036040471093473298,9539.534405244456,6,0
31.32297336583103,lowsnr,23.89598763037062,0.27374172467720803,9172.558842464718,0.4551205278959912,25.41078461566619,0.2785470087926567,10051.178056168807,0.4559245277928575,27.117630585731877,0.28747196064038805,16124.547908656632,0.4739098855292429,42.02651939594252,0.34688820594095104,7149.081453746942,0.5358150803682825,45.84105690031552,0.37252214966046115,7561.750496753738,0.45671392345312734,49.758630311380244,0.31070343035184367,4352.630071814299,4.648896286414399e-18,4.299789745353898,7.010156949826927,112.24133211085444,38.541972670602284,0.0010383933341790454,0.46289921979160875,1.0957877980173305,1.6042445789486695,49.089218400128296,0.0018596674590263442,13196.823153619545,6,0
33.76069165061447,lowsnr,23.904599443653602,0.5790109014550813,7481.236725577753,0.42291648298463014,25.403656935329245,0.5772678611957959,5711.478918118345,0.3809059576892991,27.117986540783267,0.6133738035663142,8267.226841975487,0.493721312012526,42.034626524952756,0.7472544879425693,5433.030931014929,0.5084665801924505,45.84867829655277,0.776290071809576,3546.1033033302815,0.49829174936977,49.72735950655484,0.6379795387529766,3192.2065080735815,0.05756866337666829,4.298263236473661,7.012091497091583,112.1926030701146,16.567145371192275,0.0018927882455211172,0.3532553165537077,0.7634404748336934,1.447475681955093,18.947822932505744,0.00328825564543069,10073.07784642472,6,0
36.47371756790226,lowsnr,23.89062828452811,0.43417334937895524,11447.63562567704,0.45818567387776077,25.405944754818442,0.43928214349708244,7783.558746513187,0.41351158900691387,27.121758814422513,0.4674629397753852,13060.881040129452,0.4849316336828951,42.037916576956526,0.6347519885786295,6463.154351809737,0.5037378304861942,45.84967377674686,0.675520543425068,7467.138119980435,0.5183160407592841,49.736212273717136,0.5421330152594084,3767.5680947761,1.635902374374326e-17,4.3007402895709514,7.01147043314476,112.31200324192757,28.55469329646113,0.0030716828720450404,0.590497023298228,0.6799271920443265,1.678008924385694,42.9933306106346,0.004862033452996057,12596.437594478726,6,0
39.25314593941815,lowsnr,23.897005482821676,0.5163977930666421,6373.423560703907,0.36427025448559375,25.412608244714555,0.5163011067526997,6370.764706461775,0.4086850353956688,27.116347715696858,0.542456902738955,10161.457792980289,0.4917375506840801,42.02909773313335,0.6237192639207862,5090.0021603769255,0.49447137683801656,45.84855464902721,0.6435263959198438,3752.2352300133925,0.5176655724491089,49.738357390914864,0.46083667875953416,2589.6431574891503,1.4385714278300943e-19,4.299609265561333,7.009662168476886,112.22398845164193,15.541705514322544,1.7796229827162486e-05,3.619793070219757e-05,0.9995828216629873,1.5950138266248741,19.102147052610853,0.0019216493631847035,10676.877396511096,6,0
40.54124490166123,lowsnr,23.89262253166007,0.40743864505837846,7196.192328337354,0.4732650219364053,25.402756258327575,0.4098326208032525,7457.534386022512,0.3966995321936231,27.12117856723068,0.4152711896809731,7298.173216014414,0.48658989701251504,42.037959454658775,0.4766074594448434,3701.6145983711444,0.4530362986637547,45.83467949386533,0.4908082522961284,6064.818003049217,0.5226376978338891,49.757533210670275,0.3808198098570791,3124.1974766226103,8.597490494090664e-25,4.300386535749628,7.012336030730787,112.30739088214115,20.283049098869185,6.091880760153338e-05,0.0011296045040457559,1.0363167138621403,0.9786308501229595,24.31531623434999,0.0012881097472125448,10864.721149777812,6,0
43.21886923477446,lowsnr,23.89508432555153,0.6311516658537184,5895.559818574013,0.269973058151277,25.409039666290848,0.645835732342458,8600.179918496597,0.2591313983370948,27.119603430858398,0.6829712617028979,11789.29202821768,0.3731538559163622,42.01444926998611,0.7934573482938456,6651.609910930085,0.4471437097393722,45.83906141675479,0.8199943556996855,6602.148934125434,0.47415859440460534,49.713427968001824,0.5996800589101025,2952.0777235679984,0.014522394525409524,4.299949927187991,7.010630451113592,112.25727692097144,12.955495664262632,0.0005439479788918095,0.021626518825878294,1.4587554334368138,1.370819231684001,14.206986536778041,0.00216605394517037,12050.231140435255,6,0
44.089220235911945,lowsnr,23.896000936535007,0.5539146374981784,7965.442284957403,0.45040471448216596,25.413246560493,0.5531040867900142,8521.67321230494,0.2879277245945279,27.11844443860785,0.5813557127210949,11813.743994221326,0.49755690911547407,42.03237913031502,0.6674327317559994,6862.2915317076095,0.42464632488454634,45.84855912073815,0.6861713697848314,5958.780351284988,0.4198425740459226,49.73888191070729,0.48548266315210875,2915.829111387023,7.080910959269004e-19,4.299787385880774,7.009488999550331,112.23051422493357,14.296388367957732,-0.00010415434600525081,0.0010341606203648768,1.0698305137930595,1.3863174167677272,17.36968852052636,0.0018803590115525721,11407.169419461876,6,0
46.93432757452389,lowsnr,23.886075255746565,0.7501679504592988,6934.409270599728,0.252675480752198,25.40886605102051,0.7243621154638381,5318.220173167869,0.26234736986981105,27.120820366969244,0.807547504857869,6920.37696796448,0.3376376924354498,42.026207799313866,0.993697007303985,5368.676541809577,0.4765109717583057,45.852194948723415,1.046938186553979,4783.557619582911,0.4743955227924711,49.7174004561181,1.1764815589156516,3141.0909279427256,0.9999999999933866,4.301548161430017,7.010677566127587,112.34149649242231,19.764368401495023,0.006532026410136617,0.9634697017584084,0.7669319715113841,1.301258079325111,12.928500680399061,0.0038618018311717462,8857.017834337481,6,1
55.80110431612469,lowsnr,23.88601093712983,0.42490583772819873,12047.618163966514,0.4322844513049248,25.409943842091927,0.4380862901131474,9527.090399993838,0.36411103473124584,27.129428723746422,0.4595032005980558,16333.679647636847,0.5331010569492021,42.028405953127766,0.6276952554352717,9012.986514098367,0.5324256348760573,45.85042849305264,0.6665981188978441,5178.6530024614485,0.4632493757664889,49.74229074169435,0.519541094281238,4481.572371971867,1.5542588517540026e-18,4.301559576099902,7.010385090016902,112.33740595410858,28.169607845056664,0.0028877220413190924,0.5244986508636328,0.7907862176848053,1.714445750157615,45.27652892298374,0.0048897557470807314,14400.361692168919,6,0
59.364577169864326,lowsnr,23.88444254321952,0.6334094129213277,7216.883780805541,0.3911736662999578,25.416343957000006,0.6021491702040627,4467.286069751879,0.2308912729670496,27.109876728305558,0.6699897270993374,12612.280064383278,0.45756725324375935,42.03150097242729,0.8039484862627998,7656.745078904738,0.5202129970979859,45.84512189167345,0.8355426274779534,5733.553235639519,0.5475417926748323,49.72517162038501,0.7206404682588385,3902.037192670516,0.4433481455746989,4.30183793923415,7.008648830255597,112.32411944359323,15.914184660278247,0.002370822977041477,0.49366311845027955,0.61900485104573,2.8232532834154913,16.710618831006702,0.003310968605752548,11080.449572545036,6,0
61.56189569942847,lowsnr,23.90039278445725,0.3309613620908933,6765.960330341605,0.4544695005407733,25.40587366218475,0.3321159388585376,5717.400078882187,0.43731818471536044,27.116664363763494,0.3492167915702001,12076.313318342422,0.5061912886670664,42.02510864340711,0.43935172017390606,6907.842424676482,0.559195868944315,45.84391711981451,0.46937816485790884,7269.015741806284,0.4612143627955353,49.75147945829202,0.3731590599439908,3238.820848634037,3.631900333318261e-21,4.299008760085321,7.011489730640248,112.22189400003094,32.31120651056177,0.0014665787146967131,0.4191554000307829,0.845024179826003,2.1122036505626998,43.80327387393678,0.0026967769437740907,9944.388031731887,6,0
62.907069329215794,lowsnr,23.899286482597287,0.3990710208165438,8066.739868571222,0.4427554880521684,25.409761986446064,0.40932393912282933,7894.788188853024,0.43223170991156185,27.11295831077242,0.4295156831025223,11328.836675627384,0.48749491317922905,42.01501357431516,0.5819942421102456,5957.833939266461,0.5032253339151742,45.84040393551598,0.628623888284555,4639.0690158867,0.501940138027231,49.74575126141672,0.4627720866138274,3140.0908711259467,2.0117596014081935e-19,4.299204867935491,7.010434437744847,112.21524072867552,28.895333158509107,0.002474302614838307,0.41954638813315615,0.9786838695036965,1.4349766459375104,46.86790840806941,0.004431436998516006,11381.15892465492,6,0
